sentence_id	sentence	locale	reason
01cf92057e6a427d3fa0f891eaeac776cf543d492fb59e58d7ac5ef348295dda	Tam tikrą informatorių grupę sudaro taip vad.	lt	grammar-or-spelling
088447eadd4c4daf4b18e23e310dde87b03413c42bdc2a48bd4718535f83b7f7	Su pirmųjų „Leica“ fotoaparatų sukūrimu atsirado naujas fotografavimo amžius.	lt	mixed languages
096e2457eb0883a21c33a277aac13283f936dbecb1b43a1a737e280de0986f0a	Vytauto Didžiojo laikais Švenčionyse buvo Ldk Švenčionių dvaras.	lt	includes abbreviation
08e96ce8893c9964f3a1a385548eb3b24f0ece348193099f2746443b101cabb3	Doktorantūros metu buvo Trinity Hall narys.	lt	mixed languages
09e18e92307b4f1e5ab046a05cc8d19a0bb7b2315374a14c0c74a38d1415e3be	Šios parapijos klebonas buvo kun.	lt	naudojamas nežinomas trumpinys "kun."
an unknown abbreviation "kun."  is used
08fe4b2966b7a83d96db4ce809213b33bafeb2a2aec8d4a412052120a8828542	Beveik kiekvieno serijos žaidimo istorija atsikartoja ta pati.	lt	grammar-or-spelling
0a7f742f7dae8350523fab8f42b65770caff9c544c3493faa28e814da0324d54	Jis sujungia Liepojos šiaurės rytinę ir pietvakarinę dalis.	lt	grammar-or-spelling
085073654c20415b44a62ddbbc01e0960c51627ed31189e69af0e203fbb1347d	Pirmosios osmanų karinės pajėgos buvo sudarytos Osmano Pirmojo iš Anatolijos turkų genčių.	lt	grammar-or-spelling
0a4c286530905a4c3c525b14e6a971256ccee9171ef3d531f08c4cc94de3fca3	Pavadinimas kilęs iš viduramžių gotikos stiliaus architektūroje.	lt	grammar-or-spelling
08bbfbec02eac8aa05bac9882f6706a51d759ada4a88b832fe689244e1129c96	Akmeninė šventoriaus tvora buvo sumūryta kun.	lt	grammar-or-spelling
0a70871eac68a00dd0742b57dda6988eaeb29afc172ed706944c9db1d2acc8bc	Visos žaidėjos šiam mačui išrenka per Internetą sirgaliai.	lt	grammar-or-spelling
0a7741c760eff6a299d136a43bae06449a97035dfef547a839f270871fa12e6b	Jos tapo Ignalinos Česlovo Kudabos pagrindinės mokyklos Ceikinių ir Linkmenų skyriais.	lt	difficult-pronounce
0be33c34f153a5882f63dea675887d52b63f9753d9c01150a1b5bf66e56e45c6	Mokiniai mokomi lietuvių ir rusų kalbomis.	lt	grammar-or-spelling
0b48255faa97d4042b57d9337d8ca80c31e0a549aa17ded5d389afbe0c0c0822	Sunki liga kun.	lt	nepilnas sakinys
0dcd230955918a8eb496009eb07e3054245439d0a10d226fa04bb3a15a74c4dc	Bažnyčią suprojektavo arch.	lt	grammar-or-spelling
0921a42ed202b5f0eaad5a8b3368198fd54e4ca16e2c5c26b6966570b75aeffb	Poetui atminti Vilniaus šv.	lt	grammar-or-spelling
054d8cf4c4d9f73cfe9c913a9d2ab03a5358c649e598c7197bc693b203375320	Po Vasario revoliucijos vykdė buvusių Rusijos politinių emigrantų grąžinimu į tėvynę.	lt	grammar-or-spelling
0d7b8c081cd1c0b03746a807d2508f63623668894f22ca748f58d7e1b006eff3	Parašė informacinių leidinių apie pieną ir jo produktus.	lt	grammar-or-spelling
0b4c68e5cf0939292e92bd156ceb48dd18ab190e5e27db3e7f0448583c800928	Juose stovėjo šv.	lt	grammar-or-spelling
0d09e11b59dafad47d4a22956d4b407ae1fe4fceec3ee03aef952096c637f284	Vienas ir su kitais artistais įdainavo kūrinių į plokšteles.	lt	grammar-or-spelling
0d5ede3d4a449e581762fc7a61b21e980e78339213e87f03cefc1f964e05b5d1	Mokinių turėjo turėti ir Vaistinių prikazo specialistai.	lt	grammar-or-spelling
0befefa26d18e94ef1b1583e03558a0209b4216cc1af49628a041b49de1504db	Tam reikalui buvo paskirtas kun.	lt	grammar-or-spelling
0db1d3f6d578ac8e51770f54437b52d1954546e80a096439cfd98b02c93e61e9	Dalis jų savo tapatino labiau su prancūzų kolonistais nei su vergais.	lt	grammar-or-spelling
0ddbc6f45ffaa4002c9b50cc1437cdcd4521730c2b636182c3cb0305da91159a	Kardo ašmenys nukreiptos į priekį.	lt	grammar-or-spelling
0cca2e7a80f6cd2286f764b30859021a94de5f934aa78ddf7d749dd1ffa45277	Jokūbo ir šv.	lt	grammar-or-spelling
0d50cdbb1e4ab3af9531ae0ae9cc511d8b84d32e0be41b8fc16293dcbfd7bf59	Klipas prasideda Furtado dainuojant prie kamerą skersgatvyje.	lt	grammar-or-spelling
0cb536a955ca7dd3571b53ea265b420b659b36b48d3a826568057fb9135ab0ee	Už savo vaidmenį David.	lt	grammar-or-spelling
0c0dc368e4abeda50c116717fb0159173d3692c28edd55496935573de7cbb55a	Vienas svarbių miesto statinių yra šv.	lt	grammar-or-spelling
0b4c68e5cf0939292e92bd156ceb48dd18ab190e5e27db3e7f0448583c800928	Juose stovėjo šv.	lt	grammar-or-spelling
0befefa26d18e94ef1b1583e03558a0209b4216cc1af49628a041b49de1504db	Tam reikalui buvo paskirtas kun.	lt	grammar-or-spelling
0e1d7649bf65dae0ef2003a957b82de1e3f686f1c0e8047e3188d83f7d5b2c2d	V a. į šias vietoves atsikraustė slavų gentis mozūrai.	lt	grammar-or-spelling
0e28f8a08fdbba7c1a365dc835475423aca2cfd8164d0436ee41c67808d85fe0	Tai yra vad.	lt	grammar-or-spelling
0b8c4c6cf23cbb092ec6a20b774c5de743a056da08154def3ff098fc56a625f8	Parapija priklauso Sedlcų vyskupijos Palenkės Mendzyžeco dekanatui.	lt	difficult-pronounce
0e28f8a08fdbba7c1a365dc835475423aca2cfd8164d0436ee41c67808d85fe0	Tai yra vad.	lt	grammar-or-spelling
0cd1c617d8dc9674cdf062f71888d0f3bf0a60dc04f3cd5409b2ed566ecec772	Mokėsi Marijampolės Rygiškių Jono gimnazija.	lt	grammar-or-spelling
0ec0f9f54c0c1ea0a8a2f82e4e579495e19e947d7538311f361634205eec6acc	Tyrinėti dangaus kūnus pas kun.	lt	grammar-or-spelling
0db69f66653bfcc8141bf3af3bf44e497b1e58666cbf83d7633c6c43e0b6ec51	Ji daugiausiai remiasi ius sanguinis principu.	lt	grammar-or-spelling
0ee45b2134dc92b0f80042792e914f2d9775b1add4a3021890b89717be6cd7f8	Čia galima pamatyti ir "šv.	lt	grammar-or-spelling
0f370e815194edfc3c26c4be0e3793733e0473b776d0757d8395936e6feedaeb	Taip pat yra šv.	lt	grammar-or-spelling
0cca2e7a80f6cd2286f764b30859021a94de5f934aa78ddf7d749dd1ffa45277	Jokūbo ir šv.	lt	grammar-or-spelling
0fc787cce8687007e5ff6e383bb3d8b26f451c8ad7931aef2c1b76dfd68fb175	Anksčiau buvo didysis altorius su šv.	lt	grammar-or-spelling
0b48255faa97d4042b57d9337d8ca80c31e0a549aa17ded5d389afbe0c0c0822	Sunki liga kun.	lt	grammar-or-spelling
0ec0f9f54c0c1ea0a8a2f82e4e579495e19e947d7538311f361634205eec6acc	Tyrinėti dangaus kūnus pas kun.	lt	grammar-or-spelling
0ee45b2134dc92b0f80042792e914f2d9775b1add4a3021890b89717be6cd7f8	Čia galima pamatyti ir "šv.	lt	grammar-or-spelling
0dcd230955918a8eb496009eb07e3054245439d0a10d226fa04bb3a15a74c4dc	Bažnyčią suprojektavo arch.	lt	grammar-or-spelling
0c5b57e5291c15e21a2104170d9c93b9c602adca44e2550607913cf81ba683d7	Jo rūpesčiu kartu su Lietuvos televizija sukurti trys filmai apie šv.	lt	grammar-or-spelling
0c0dc368e4abeda50c116717fb0159173d3692c28edd55496935573de7cbb55a	Vienas svarbių miesto statinių yra šv.	lt	grammar-or-spelling
0fc8576174aad407728915fb72b6b67e21bd1bae5d6166d70f433a65c7ca2181	Joje įvairiomis progomis aukojamos šv.	lt	grammar-or-spelling
0daff2a482faa1b7ac8ffc8e5f11cd20ecfd84708a6f3d9cb162b2ce252ecaa7	Greičiausiai šį legenda byloja būtent apie šv.	lt	grammar-or-spelling
10ff428ad491661a9ebe3b8481ba400d98af04c529b990096cd3b2686c859262	Iki šiol yra žinoma šv.	lt	grammar-or-spelling
0921a42ed202b5f0eaad5a8b3368198fd54e4ca16e2c5c26b6966570b75aeffb	Poetui atminti Vilniaus šv.	lt	grammar-or-spelling
0fc8576174aad407728915fb72b6b67e21bd1bae5d6166d70f433a65c7ca2181	Joje įvairiomis progomis aukojamos šv.	lt	grammar-or-spelling
0eccef39a249311ed3d60544042d57b198efba379d8e3fc586a6ab803c6765b6	Iki Punta Rocca viršūnės galima pakilti lynų keltuvu.	lt	Keltuvas "Lyn? kelias", o ne lyn? keltuvas
0db69f66653bfcc8141bf3af3bf44e497b1e58666cbf83d7633c6c43e0b6ec51	Ji daugiausiai remiasi ius sanguinis principu.	lt	grammar-or-spelling
1151fc911759fa1cc57e50467cb9b5917ca990e730f1dc9cffc2f80fea993e1f	Kryžiaus Atradimo bažnyčia titulą.	lt	grammar-or-spelling
12f7faf54d6e3dc04cf4c3428f5b44ac85030cea34c8b7e2fc1a37d3f389d5fc	Pietryčiuose Amalvo palias nuo Žuvinto palių skiria moreninis gūbrys.	lt	grammar-or-spelling
1469f35e820d59d40c1648c1f90ce369c97ba33ec1b4c90a27e82ffeee087243	Atstovauja Kajinų valstiją.	lt	Nežinomas žodis kainu.
15b269cd64b52b4ff51fe813c7950d36275384129121cd8a17f71438121214e6	Baigęs mokslus įstojo į Vermachtą.	lt	Neveikia mygtukas ?rašyti 
16166c2e1e8c79a9a83f1ed942e8a4f96f04ac86a3978faf6e691460a87e4c94	Baigė Joniškio vidurinė mokyklą.	lt	grammar-or-spelling
160484062c387855688fbaba08d3da9c0e136e9b044338acdf9615897327968d	Kelios apybraižos apie dail.	lt	grammar-or-spelling
16166c2e1e8c79a9a83f1ed942e8a4f96f04ac86a3978faf6e691460a87e4c94	Baigė Joniškio vidurinė mokyklą.	lt	grammar-or-spelling
1530e54257ce8f8770dfa35ddbfccb8a802da1116e386b61fe9c43fb41e4a747	Jį laimėjo Vl.	lt	grammar-or-spelling
177a09cca0f9edc9afdf57ebd7acd87a57ef5e2bd5a5f4d9ae609446f2e59d7c	Herbo raudoname lauke vaizduojamas sidabrinis šv.	lt	grammar-or-spelling
16eebf87784c0b59826cac6c4a912e27b256a1561f9d773b3bf04a0bf5ffd1e6	Vėlesniais savo karjeros metais gynė gėjų bei lesbiečių teisės teisinėse bylose.	lt	grammar-or-spelling
17c046add4d0c4d55449ab8e4d470848be6b19c37f72ec5314930e311ad7caf4	Bet Kiurasao pakako ir įprasto jo žaidimo ir ištvermės.	lt	grammar-or-spelling
178accef4659c43923317fda6ac8e0e93887f2931c7345a754c64db6b8d53a7b	Koplyčioje kiekvieną dieną seserys su parapijos tikinčiųjų bendruomene dalyvauja šv.	lt	grammar-or-spelling
17124c0a3774097bba5428b881150d16c17c71ae0c92f24e5c6078e278dcf75c	Kartu didėjo Egipto aukštuomenės įtaką.	lt	grammar-or-spelling
16ce35d55545c668261705044f0f4d20453e02780e4b78955a2752f10f7802b9	Grupės nariai apie Jupiterį juda priešinga kryptimi nei sukasi pati planeta.	lt	grammar-or-spelling
187bf72f5e4e73546bb6d17b9a0315fb5b644560d299ea99f523633a145b2e5d	Pakrantės daugiausia apaugę miškais.	lt	grammar-or-spelling
178234f1350c24d3af7680ae14de778c847e2065587d2886d72de66df927de04	We Got It from Here...	lt	different-language
18435c3e3af85d04a2d4861910b154298fad4d9293203999d449e9a4c9beb7ff	Po šio ėjimo juodųjų padėtis liko truputi geresnė.	lt	grammar-or-spelling
1ab6c713bf5fcb03c52e1d81a14cf804d2cb821172a43bb49b206fa81c78f722	Sakramento bažnyčios patalpose klebono kun.	lt	grammar-or-spelling
1b121857fad49fd786768184e9fe250f8b86334867fbf8785e6f4c39ce61c9ff	Heraklėjas siekė nugalėti arabų pajėgas mažais susirėmimas ir jo penkios armijos pradėjo žygius atskirai.	lt	grammar-or-spelling
140f43097d56f1d6199ab71a4d5206ff9950b8af9c59276b87e74681c658d19c	Turnyre jį aplenkė tik pasaulio čempiono Laskeris ir vėliau čempionais tapę Ch.	lt	grammar-or-spelling
140f43097d56f1d6199ab71a4d5206ff9950b8af9c59276b87e74681c658d19c	Turnyre jį aplenkė tik pasaulio čempiono Laskeris ir vėliau čempionais tapę Ch.	lt	grammar-or-spelling
1b6d87fd71066e7f7e72c48286d33c1db84461c93dda0e6ab8931fefdd4e29f1	Kiekviena šalis turi teisė atsiųsti po vieną sportininką į kiekvieną rungtį.	lt	grammar-or-spelling
1b37b2fbeb3749145b5934dc544517661daafd45e2821332f0606751eda7c0e0	Vienas seniausių Prancūzijos teritorijoje miestų.	lt	grammar-or-spelling
1b6d87fd71066e7f7e72c48286d33c1db84461c93dda0e6ab8931fefdd4e29f1	Kiekviena šalis turi teisė atsiųsti po vieną sportininką į kiekvieną rungtį.	lt	grammar-or-spelling
1b3c15d824fa2441385e406b5652e057860b3d9e342153516397ce136edc12c2	Pandektistika kaip teisėtyra turėjo įtakos šiuolaikinės civilinės teisės atsiradimą.	lt	grammar-or-spelling
1c1a3ebf03186237ae4b86a860aa244386220524d4f6dbdffb0d71a3af2206a0	Stiprėjo ir negrų judėjimas pačioje šalyje.	lt	offensive-language
1aa244fec5db94e7aca59264694c6107a5fab67c80a517c258ee8fae8a27f439	Leido Lietuvių Katalikų šv.	lt	difficult-pronounce
1c45eb43c0fda3c82b4fc048157af18765810d505a3c5fdda76f0984db2a16f8	Siekdami išlaikyti savo padėtį Miunsterio miestiečiai įvairių pakraipų protestantus tuo metu priėmė kaip sąjungininkus.	lt	different-language
1c45eb43c0fda3c82b4fc048157af18765810d505a3c5fdda76f0984db2a16f8	Siekdami išlaikyti savo padėtį Miunsterio miestiečiai įvairių pakraipų protestantus tuo metu priėmė kaip sąjungininkus.	lt	difficult-pronunciation
1c7061c71cb9cd46765d984f59ab22dbdd69399f7b8394047b0292133c67c4ca	Už šį vaidmenį aktorė taip pat buvo nominuota Auksinio gaublio apdovanojimui.	lt	grammar-or-spelling
1c065bdcd20cc8ff506c0271e05daec903bc7fbb8bd62bba6ed8e2e429ba04a2	Klatrino baltymai yra labai konservatyvūs.	lt	difficult-pronunciation
1c02ca842ba472da3e7bc9fe7ae65767368ee47f4750d78d9c9672f6c3ed343b	Amžiaus pabaigoje net du trečdaliai Vokietijos kariuomenės žirgų buvo kilę ir Rytprūsių.	lt	grammar-or-spelling
1cdd0764c67543f26a82c9bcfd21d3bad32d2d3d71291337ba8ce79f94c4cfd6	Nepakankamas masto masto ekonomijos augimas yra priešingas.	lt	grammar-or-spelling
1c02ca842ba472da3e7bc9fe7ae65767368ee47f4750d78d9c9672f6c3ed343b	Amžiaus pabaigoje net du trečdaliai Vokietijos kariuomenės žirgų buvo kilę ir Rytprūsių.	lt	grammar-or-spelling
1cc84b9f2429287b8f4e068ab07c1a7b71462c5617fd228fc4dd3d3a175b6c55	Netoli kaimo teka Ščeberkos upė.	lt	difficult-pronounce
1c08bc29bc8dec10d04fa3448be0a308319901f2735da4a51b7c183a43e56a98	Per gausius karinius konfliktas buvo gerokai apgadintas.	lt	grammar-or-spelling
1c85a91a2a5deb2190363227c53d83b1457d25d63f42ddaab2ebd3616cddfb3f	Vengrijoje Rosbergas pelnė pole poziciją ir lenktynių pradžioje pirmavo už saugos automobilio.	lt	Mixed in english word
1b5fac88015265a652ed2d19fd53eba13f214bfb2b21c5f3e1aee1b383c642a1	Paplitusi žvejyba ir žuvies apdirbimas.	lt	offensive-language
19f4e137952d79da1d8b82881785b3f4ec3a6a14885c65b10c7a4c2b7d6fb059	Karinę tarnybą pradėjo Rusijos imperijos kariuomenės Kavalerijos gvardijoje.	lt	difficult-pronunciation
1b21f9bae38a635c9b58aa848cc4113cfc930974a1447468facaea68dfa5dd3c	Tuo metu pastatyta daugelis miesto architektūrinių paminklų.	lt	grammar-or-spelling
1b21f9bae38a635c9b58aa848cc4113cfc930974a1447468facaea68dfa5dd3c	Tuo metu pastatyta daugelis miesto architektūrinių paminklų.	lt	difficult-pronunciation
1d41dcb1fdd9d072b3097d6e19b26d1351e43be0a3570a79e4e56f455caebc25	Skrendant paukščiui kojos išsikiša už uodegos.	lt	difficult-pronunciation
1cb47ba48366642cca1d164572d3738479fd619951c9ac731da8deac67195c90	Tris iš jų broliai laimėjo.	lt	different-language
1cb47ba48366642cca1d164572d3738479fd619951c9ac731da8deac67195c90	Tris iš jų broliai laimėjo.	lt	difficult-pronunciation
1ab563142cc1e23a7c715d8fa11068dcdd2feedcec9a2533cd6065da6394eceb	Dirba konkretaus ministro įgaliojimų laikotarpiu.	lt	offensive-language
1d2b183f5477b725853b10ed10c293e978838280c05e8f242d6c4734fb5c8b50	Truputį vėliau jis tapo nusikaltėliu.	lt	different-language
1d2b183f5477b725853b10ed10c293e978838280c05e8f242d6c4734fb5c8b50	Truputį vėliau jis tapo nusikaltėliu.	lt	difficult-pronunciation
1d2b183f5477b725853b10ed10c293e978838280c05e8f242d6c4734fb5c8b50	Truputį vėliau jis tapo nusikaltėliu.	lt	PFlJJKX
1c5ba07070315368f202b2799a34c816e29ca020fe50e8d7bd3acf95530df3d9	Vilniuje ir Tilžėje lenkų kalba.	lt	offensive-language
1c5ba07070315368f202b2799a34c816e29ca020fe50e8d7bd3acf95530df3d9	Vilniuje ir Tilžėje lenkų kalba.	lt	grammar-or-spelling
1d51ef8318c05237c25d5a105c4ac03032b9680ee6f087d72192f4c65073f21d	Didžiausias žinomas riedulys Latvijoje.	lt	grammar-or-spelling
1d51ef8318c05237c25d5a105c4ac03032b9680ee6f087d72192f4c65073f21d	Didžiausias žinomas riedulys Latvijoje.	lt	difficult-pronunciation
1beb23e49e7defcfa2dc44064446cb73290ddec66531a3fb6f780e29104a861a	Šiame oro uoste įsikūrusi pagrindinė nacionalinių oro linijų Caribbean Airlines būstinė.	lt	different-language
1ce35f9c5d1788c49c61ba92df0d3b967f64733a67f44d9c479061599f57d4ba	Ispaniškas žodis "cordillera" reiškia „virvę“.	lt	different-language
1ddd4a2d6f2780872fb7216b3894ee8934b0520df4eb95066add2c28020cff1b	Tais pačiais metais kompanija sutrumpino savo svetainės pavadinimą į "airbnb.com".	lt	different-language
16c170c7c7d4b7e5d4f5fcae85fac702a9cc79f8a615ff82657126b895298efb	Kuriant Razor bendradarbiavo Dodge ir Razor kompanijos.	lt	different-language
1e5c6898e2b254cbd1f420f1c114b097e70c8228228e22012ab5535e8a66e008	Didelę įtaką jam padarė Palladio architektūros traktatas „Keturios knygos apie architektūrą“.	lt	different-language
1eaf6d94d33b28f7e87425561d4613f52c45d37289c643c4f81d6aa6a8c9be70	Tarp žuvusiųjų buvo mjr.	lt	grammar-or-spelling
1e535fc46c5f0c951c68045fdb45ebe7d7fd4d45a86d5fb49efc4c2b69ebb0d9	Tai yra šeštasis šio žanro Codemasters žaidimas.	lt	different-language
1f1f9b5814bd154517ad60d69c5ca0f48c035c0de65887dded41b631544a8049	Labiausiai žinomas kaip alternatyvaus roko grupės „Red Hot Chili Peppers“ bosistas ir vienas įkūrėjų.	lt	different-language
1d79132ac71815247a3683b314267192fc1fa4699c77d6e932181ff55a0854f3	Tais pačiais metais dainininkė gauna „Grammy“ geriausio naujo atlikėjo nominacijoje.	lt	different-language
1fc2546acb90e2feed2919b46b8cad80eea05f2377022beb46fd1e41d8f534ae	Atostogos suteikiamos tik moteriai.	lt	grammar-or-spelling
206923df0c1e1530c0bd6e91c4dfacac8561f7b6f9833ebd579c7e98ab40c6b7	Tuo laikotarpiu ji atsisakė Hooker pavardės ir pasivadino Maxwell pagal savo draugę baleto šokėją.	lt	different-language
1e5499eceb09938467b9597a318fd790901bc2aee04fc57b0653f7aac21b24e8	Kitas padalinys buvo pervadintas į „Atari Games“ ir įtrauktas į bendrovės „Namco“ sudėtį.	lt	different-language
1f43f5a7f27305f9e8718602530e83dcfbd15f20cbf891047155ad8414226a9c	Tai buvo trečiasis ir paskutinis Cher studijinis albumas išleistas įrašų kompanijos „Geffen Records“.	lt	different-language
1f3048c677cedf66118d2518d5102fdb2ba8fd003f566d749a8c564df375ffbc	Alexander Fleming palaidotas šv.	lt	grammar-or-spelling
1e5bb25a1c6a17c313865b12da0d29d0b128672a37eb3a4eb895633975aac2f9	Vėliau pervadintas gubernatoriaus Hernando Arias de Saavedra garbei.	lt	different-language
20727a071ab84704bd759d21f07e18d6021f6f62c1a4941a20e5db649b0faad6	Praktikuoja ir propaguoja "bhakti jogą".	lt	different-language
20da9dc595cb567068573b23d55b8d691be5932a0c5d5c0e1a90916a77392ea4	Tai antrasis singlas iš deluxe versijos.	lt	different-language
1f86ed89b3c5511a24a785076cdd294bc54d6324cf0de65a7c5111b5801cd910	The Edge grupėje nuo pat jos susikūrimo pradžios.	lt	different-language
1f50c345bb9194bee851c73c79d1a8d60f7cc454e58080e8763b37628595dbfd	Šventaragio ir Universiteto g. kampe seniau stovėjo šv.	lt	grammar-or-spelling
20c54b1ded5eb98a2add9762628a27f8d8a364339198b18229f15d29b4ba4469	Rusiškų „Sojuz“ erdvėlaivių pagalba šiuo metu yra įgyvendinama Tarptautinės kosminės stoties programa.	lt	different-language
